"CNES";"UF";"IBGE";"NOME";"LOGRADOURO";"BAIRRO";"LATITUDE";"LONGITUDE"
2046156;35;350190;"USF JARDIM CAMANDUCAIA";"PRACA OLIMPIO RIBEIRO";"JARDIM CAMANDUCAIA";-22,71095;-46,79418
2050749;35;350190;"USF JARDIM AMERICA FIGUEIRA";"RUA VENEZUELA";"JARDIM ADELIA";-22,71409;-46,77815
2084945;35;352440;"UMSF ESPERANCA";"JORGE MALAQUIAS PEREIRA";"NOVA ESPERANCA";-23,30899;-46,00947
5341167;35;353760;"USAFA NOVA ITARIRI";"RUA MARILIA";"NOVA ITARIRI";-24,29176;-47,02934
2789779;35;354160;"AMBULATORIO DE SAUDE MENTAL DE PROMISSAO";"AV SILVANO FARIA";"CENTRO";-21,53429;-49,85935
2791455;35;352530;"USF PEDRO OMETTO";"AV JOSE MARIA ALMEIDA PRADO";"JARDIM PEDRO OMETTO";-22,31748;-48,54541
5348862;35;353760;"USAFA TORRE";"AVENIDA DARCI FONSECA";"BAIRRO DOS PRADOS";-24,31419;-47,00262
5349400;35;353130;"ESF DR JOSE JESUS VICTORIO RODRIGUES MONTE ALTO";"RUA APRIGIO RIBEIRO GUIMARAES";"JARDIM CANAA";-21,26568;-48,48136
5363179;35;352590;"UNIDADE BASICA DE SAUDE FAZENDA GRANDE";"RUA DANIEL DA SILVA";"FAZENDA GRANDE";-23,17154;-46,9666
5370434;35;350580;"UNIDADE DE SAUDE DA FAMILIA ROSEMARY GUEDES FREIRES";"RUA MARECHAL FLORIANO PEIXOTO";"CENTRO";-21,91909;-50,73218
5377196;35;350670;"USF PALMEIRAS BOA ESPERANCA DO SUL";"RUA DONA DITINHA";"JARDIM PALMEIRAS II";-21,98595;-48,3807
5378400;35;353800;"UNIDADE DE SAUDE DA FAMILIA MOREIRA CESAR CISAS PINDA";"RUA MARIA LUIZA MACHADO SALGADO";"MOREIRA CESAR";-22,91451;-45,36452
5380278;35;354780;"UBS JARDIM SANTO ALBERTO";"RUA ALMADA";"JARDIM SANTO ALBERTO";-23,63282;-46,4948
5382041;35;353650;"UBS AMELIA DUARTE QUINTAL";"RUA SEBASTIAO MATTAR";"SALTINHO";-22,73568;-47,18797
3937119;35;355030;"DERMOCLIN CLINICA DERMATOLOGICA";"R DOUTOR ALCEU DE CAMPOS RODRIGUES";"VILA NOVA CONCEICAO";-23,59084;-46,67282
5388406;35;355440;"UNIDADE DE SAUDE DA FAMILIA III DR LUIZ HENRIQUE SOARES";"AVENIDA VICENTE COVINO";"IMIGRANTES";-20,789;-48,33
5401313;35;351500;"UBS JD ANGELA";"RUA FLAMENGO";"JD ANGELA";-23,68036;-46,80221
5401356;35;350280;"UBS JOAO PEDRO BARONE ETEMP";"AVENIDA ARMELINDA PAVANELLI SAMORA";"ETEMP";-21,1637;-50,45341
5406730;35;353460;"UNIDADE DE SAUDE DA FAMILIA DO VALE DO SOL";"RUA JOSE OTAVIANI";"JARDIM VALE DO SOL";-21,78613;-50,88468
5413214;35;352400;"PACS";"RUA FELICIO FALCO";"VILA SAO JOAO";;
5416086;35;355150;"ESTRATEGIA DE SAUDE DA FAMILIA JARDIM DOM PEDRO";"LINDOLFO MARQUES";"JARDIM DOM PEDRO";;
4263480;35;352170;"ESF NILSON DOMINGOS DE OLIVEIRA";"RUA ARI CARDOSO";"JARDIM CAROLINA";-23,85984;-49,13708
5427851;35;352720;"USF VILA DOS COMERCIARIOS PSF";"RUA JOSE CARLOS DE CARVALHO VIANA";"VILA DOS COMERCIARIO";-22,76083;-45,12915
5437377;35;352500;"UBS FATIMA";"RUA IGARO";"JD NRA FATIMA";-23,55292;-46,90602
5438705;35;353800;"UNIDADE DE SAUDE DA FAMILIA JARDIM BELA VISTA PINDAMONHANGA";"AV PROF FELIX ADIB MIGUEL";"BELA VISTA";-22,95776;-45,45778
5450837;35;350920;"P S F PANORAMA";"RUA TIMBURI";"POLVILHO";;
5453704;35;352850;"UBS JULIO FUJIKAWA ESF CANTAREIRA";"RUA CAVIUNA";"PARQUE PETROPOLIS";-23,38474;-46,63267
5457548;35;352850;"UBS LAJOTA";"ESTRADA LARAMARA";"TERRA PRETA";-23,24423;-46,5814
5466628;35;350130;"ESF JARDIM PANORAMA";"RUA GRACA ARANHA";"JARDIM PANORAMA";-22,06629;-51,41958
5466938;35;355650;"USF VILA REAL";"R MONTES CLAROS";"VILA REAL";-23,19291;-46,81712
5467195;35;354890;"USF JARDIM GUANABARA";"RUA RIO ARAGUAIA";"JOQUEI CLUBE";-21,97991;-47,90112
5469309;35;350590;"CENTRO DE SAUDE ESCOLA DR ANGELO MARCOLINI";"RUA DOM BOSCO";"CASTELO";-20,88539;-47,59502
5471362;35;350660;"ESF JARDIM YONEDA";"RUA NILO PECANHA";"JARDIM YONEDA";-23,56418;-46,03289
5472725;35;355400;"ESF ANTONIO RODRIGUES VILA ESPERANCA TATUI SP";"RUA CORONEL LUCIO SEABRA";"VILA ESPERANCA";-23,354;-47,848
5474922;35;355240;"USF BORDON";"RUA ANTONIETA RAVAGNANI TANNER";"PORTAL BORDON 2";-22,80479;-47,2651
5479517;35;355030;"UBS JOAQUIM ROSSINI VILA CARIOCA DR MOACIR PARRA";"RUA ALVARO FRAGOSO";"VILA CARIOCA";-23,5967;-46,59248
5482879;35;350700;"UBS DE LORENZI DRA SILVANA MARIA LABRONICI";"RUA FRANCISCO DE OLIVEIRA FILHO";"DE LORENZI";-23,28801;-47,66188
5494117;35;353850;"ESF ALTO DA BELA VISTA";"CORONEL JOSE MARIANO";"PARQUE SAO MIGUEL";-22,61207;-45,1799
5499720;35;353180;"USF MARIA JOSE PAVIOTTI";"AV JOAO PAULO II";"PARQUE RESIDENCIAL S";-22,95131;-47,30291
5499712;35;353180;"USF ADAO FERNANDES DE SOUZA";"RUA HERCULANO BERNARDINO DA SILVA";"JARDIM ALVORADA";-22,94545;-47,31312
5501083;35;351880;"UBS CAMBARA";"RUA ADOLFO VASCONCELOS NORONHA";"PQ CONTINENTAL III";-23,42109;-46,55606
5510716;35;352680;"ESF VER CARLOS ALBERTO BAPTISTELLA";"RUA ANA NERI";"VILA MARIA CRISTINA";-22,59674;-48,78755
5516633;35;351240;"ESF AMERICO BERTAO";"RUA DOS CRAVOS";"JARDIM ELDORADO";-22,47097;-47,47443
5519705;35;352190;"ESF JARDIM DA TORRE";"RUA AURELIO ALVARENGA";"JARDIM DA TORRE";-21,32572;-49,05736
5521300;35;351870;"USAFA VILA ZILDA DR DAVID CAPISTRANO DA COSTA FILHO GUARUJA";"RUA PAULO AGOSTINHO DA SILVA";"VILA ZILDA";-23,97474;-46,25211
5523559;35;353030;"ESF SANTA RITA MIRASSOL";"RUA ANTONIO D AMORIN PESOA";"SANTA RITA";;
5527295;35;353140;"ESF EVERALDO ALVES NAZARETH COM SAUDE BUCAL MONTE APRAZIVEL";"RUA DA SAUDADE";"JARDIM DO LAGO";-20,76592;-49,70929
5527643;35;351820;"CASA DE SAUDE MUNICIPAL DE GUARARAPES";"PRACA MAX WIRTH";"CENTRO";-21,25164;-50,64107
5528119;35;355720;"ESF ENFERMEIRA GISLAINE DE MELLO VIEIRA INOCOOP";"RUA HUMBERTO SILVESTRE";"INOCOOP";-23,03298;-49,71402
5530059;35;350380;"CLINESP DE ARTUR NOGUEIRA";"RUA SETE DE SETEMBRO";"CENTRO";-22,57585;-47,17199
5544556;35;352115;"UBS LUIS FACHIN IPIGUA";"RUA GERALDINA DUTRA SALVADOR";"JD HABITACIONAL DIVI";-20,65394;-49,38395
5545269;35;354130;"ESF VILA MARIA";"RUA RIO DE JANEIRO";"VILA MARIA";-21,78519;-52,12316
2716437;35;355560;"ESF DR EDUARDO LAINETTI";"RUA FRANCISCO ABDALLA";"SAO MIIGUEL";-20,94677;-49,17279
5547865;35;354140;"ESF PQ PRIMAVERA SILVANA MARIA FURLANETTO TIEZZI PONTES";"RUA FRANCISCO FREITAS";"PARQUE CASTELO BRANC";-22,09093;-51,3823
5550661;35;350380;"USF PLANALTO ARTUR NOGUEIRA";"RUA GERALDO CAETANO";"PLANALTO";-22,56662;-47,16376
5554187;35;352010;"ESF WALDIR DIB MATTAR";"RUA ANTONIA BORTOLETO";"WALDIR DIB MATTAR";-20,03781;-47,74693
5585031;35;355330;"UNIDADE BASICA DE SAUDE EDSON GERALDO ZAMPOLO TAMBAU";"RUA RUI BARBOSA";"VILA SALEMI";-21,70958;-47,26688
5585147;35;355330;"UNIDADE BASICA DE SAUDE JOSE PEREIRA DE ALMEIDA TAMBAU";"RUA JOSE DOVIGO";"JARDIM DAS PITAS";-21,70944;-47,28901
5604478;35;355250;"UBS PALMEIRAS";"RUA CRISPIM ADELINO CARDOSO";"PALMEIRAS";-23,64015;-46,31957
2752387;35;355030;"UBS VILA SANTO ESTEVAO DR WOADY JORGE KALIL";"RUA ANTONIO CAMARDO";"VILA GOMES CARDIM";-23,54943;-46,56314
5608414;35;354330;"COMPLEXO ODONTOLOGICO DR WILSON TALLARICO";"RUA PRIMEIRO DE MAIO";"JARDIM ITACOLOMY";-23,70677;-46,41672
5620155;35;350580;"UNIDADE DE SAUDE DA FAMILIA DR MASSAMI TASHIRO";"RUA EMILIO MONTEIRO";"JARDIM NOVO BASTOS";-21,93474;-50,73095
5621267;35;355030;"UBS JARDIM FLOR DE MAIO";"AVENIDA NOVA PAULISTA";"JARDIM FLOR DE MAIO";-23,43122;-46,57508
5622476;35;352720;"USF OLARIA PSF";"AVENIDA SAO PEDRO";"OLARIA";-22,74343;-45,1154
5637678;35;355360;"ESF CENTRO";"RUA CACONDE";"CENTRO";-21,4699;-46,7476
5636876;35;354340;"UBS DR ALVARO DE OLIVEIRA PAIVA JARDIM PAIVA";"RUA FRANCISCO PEIXOTO";"JARDIM PAIVA";-21,15237;-47,83992
5653215;35;353180;"USF FERNANDO JOSE MARINI PQ IMPERIAL";"RUA JOSE TONIN";"JARDIM N S FATIMA";-22,94749;-47,30513
5653223;35;353180;"USF GENIL LISBOA DE ALMEIDA JD PROGRESSO";"RUA JOAO DE PAULA PENTEADO";"JD PROGRESSO";-22,96543;-47,315
5653231;35;353180;"USF HIGOR CESAR RAMOS CAMARGO JD STO ANTONIO";"RUA JOSE TONIN";"JARDIM N S FATIMA";-22,94697;-47,31584
5655730;35;355395;"PSF VILA DOS PASSAROS TARUMA";"RUA ROUXINOL";"JARDIM DOS PASSAROS";-22,74818;-50,57867
5657857;35;351550;"UBS ANTONIO MODESTO DA SILVA UIRAPURU FERNANDOPOLIS";"AVENIDA ANHANGUERA";"JARDIM UIRAPURU";-20,26612;-50,26414
5659523;35;351550;"UBS AMERICO POSSARI JARDIM PARAISO FERNANDOPOLIS";"AVENIDA RUBENS PADILHA MEATO";"JARDIM PARAISO";-20,26479;-50,25502
5662699;35;355030;"UBS VILA MARIANA DIOGO NOMURA";"RUA DIOGO DE FARIA";"V CLEMENTINO";-23,59559;-46,64327
5680484;35;355645;"UBS BENEDITA MARIA DE CAMARGO";"RUA SOLIMOES";"PORTAO VERMELHO";-23,6041;-47,00324
5691079;35;350520;"2 POSTO SAUDE DA FAMILIA NASSIMA BUSSADA ROMERO";"AV PADRE JOAO EID";"NUCLEO DOMINGOS AQUI";-22,08528;-48,74797
5691109;35;353850;"UNIDADE DE SAUDE DA FAMILIA CENTRO";"CORONEL JOSE MARIANO";"PARQUE SAO MIGUEL";-22,61201;-45,17962
5695813;35;355030;"UBS JARDIM MARACA";"R FERES BECHARA";"JARDIM MARACA";-23,67163;-46,77093
5699312;35;351370;"UNIDADE DE SAUDE DA FAMILIA PARQUE MILENIO DESCALVADO";"RUA SAO PAULO";"JARDIM ALBERTINA";-21,90652;-47,60195
5701724;35;354070;"USF ANTONIO GALLO";"RUA PAULO MORESCHI";"JD PORTO BELLO I";-21,82862;-47,46972
5702593;35;355220;"UNIDADE DE SAUDE DA FAMILIA ULISSES SOROCABA";"RUA FERDINANDO IRINEU CORRA";"CONJUNTO HABITACIONA";-23,43195;-47,45772
5704979;35;352050;"UBS X";"RUA BASILIO MARTINS";"JARDIM CALIFORNIA";-23,10548;-47,21466
5706823;35;352370;"PSF UNIDADE II ITIRAPUA IVO FALEIROS";"RUA GALDINA DIAS COSTA";"CENTRO";-20,6501;-47,2234
5710367;35;353740;"UBS VALTER GATTI";"RUA CEL BASILEU ESTRELA";"LOTEAMENTO NOVA VENE";-20,62981;-51,1073
5714427;35;353950;"UBS DR FAIR JOSE DE SOUZA PITANGUEIRAS";"RUA GREGORIO MAGNANI";"JARDIM GUMERCINDO HE";;
5731143;35;355030;"AMA UBS VILA IMPERIO";"RUA CATARINA GABRIELLI";"AMERICANOPOLIS";-23,67362;-46,64954
5731933;35;351740;"UNIDADE DE SAUDE DA FAMILIA TARCISIO BARINI";"RUA 4";"VIVENDAS DO BOM JARD";-20,31521;-48,3083
5731968;35;351740;"UNIDADE DE SAUDE DA FAMILIA JOAO BOSCO LELLIS";"RUA 02 A";"RESIDENCIAL NADIA I";-20,32825;-48,30796
5733022;35;354390;"UBS PSF DR CELESTINO DONATO";"RUA 9";"JARDIM GUANABARA";-22,41097;-47,56031
5743583;35;355030;"UBS CIDADE IPAVA";"AV TAQUANDAVA";"CIDADE IPAVA";-23,71718;-46,76548
5755573;35;354290;"PSF IRMAOS BERNARDI RIB BONITO";"RUA BROTAS";"MALVINAS I";;
5757622;35;351360;"ESF VALE DAS CACHOEIRAS";"PRACA PRUDENTE GUIMARAES";"ALTO DO CRUZEIRO";-23,07659;-44,95986
5773989;35;350330;"AMBULATORIO DE PRONTO ATEND DR SOLON F DE OLIVEIRA ARARAS";"RUA DOS GIRASSOIS";"JD SOBRADINHO";;
5776929;35;352450;"PSF I COHAB III JACI";"RUA MIGUEL OSKIANO";"COHAB III";-20,89097;-49,57157
5784689;35;354670;"UBS PSF MARGARIDA POLAK LARA DE SANTA GERTRUDES";"AVENIDA 05";"CENTRO";-22,457;-47,53
5812836;35;352290;"USF DR GERALDO PAULIN";"AV DO PORTO";"BAL MAR AZUL";-22,23256;-48,736
5812844;35;352290;"PSF TUNIQUINHO GRIMALDI";"RUA PRIMO SPIRANDELLI";"CENTRO";-22,22802;-48,71871
5816890;35;355240;"USF CRUZEIRO";"RUA TRES";"CRUZEIRO";-22,88253;-47,29736
5843405;35;354940;"UBS ESF P LINO ZANGARELE P CHEDIACK SAO JM DA BARRA";"RUA ARMANDO COLOMBINI";"PEDRO CHEDIACK";-20,59362;-47,85177
5847443;35;350900;"UBS VILA MIRAVAL DOMINGOS MADERICK";"RUA JAIME DE CAIRES";"VL MIRAVAL";-23,35351;-46,75044
5847451;35;350900;"UBS JARDIM MARCELINO MARIA RAMOS";"R MARIA MARGARETE DA CRUZ";"JD MARCELINO";-23,35592;-46,77031
5853826;35;352530;"USF BELA VISTA";"MARCEL MAZITELI TRINDADE";"JARDIM BELA VISTA";-22,27475;-48,56767
5855764;35;355440;"ESF CORINA CAMPOS SILVA";"RUA GISABURO HOSHINA";"JDIM SAO PAULO";-20,79217;-48,33351
5127181;35;350190;"USF JARDIM SILVESTRE";"RUA SEBASTIAO DE OLIVEIRA";"JARDIM SILVESTRE II";-22,71157;-46,80617
5856620;35;353060;"UBS VILA NOVA APARECIDA";"RUA ALOISIO DE AZEVEDO";"JARDIM DAS BANDEIRAS";-23,52059;-46,1458
5857287;35;353440;"PRONTO ATENDIMENTO CENTRAL PAC";"RUA JOSE CIANCIARULO";"CENTRO";;
5863392;35;352840;"ESF JARDIM VITORIA ALTO MAIRINQUE";"MARIO DO SANTOS BERNARDO";"JARDIM VITORIA";;
5870658;35;351110;"PROGRAMA JOVEM 100 CATANDUVA";"RUA GUAIRA";"VILA CELSO";;
5870755;35;354390;"UBS PSF DR MOACIR DE OLIVEIRA CAMARGO";"AV M 51";"JARDIM RES DAS FLOR";-22,37648;-47,58054
5877121;35;354880;"UBS DR ANGELO ANTENOR ZAMBOM";"RUA VANDA";"BOA VISTA";-23,64084;-46,56109
5878128;35;355220;"UNIDADE DE SAUDE DA FAMILIA PAINEIRAS SOROCABA";"RUA ELIZA STEFANI LAMOS";"PARQUE DAS PAINEIRAS";-23,4427;-47,47319
5879000;35;354060;"PSF CENTRO PORTO FELIZ";"RUA RUI BARBOSA";"CENTRO";;
5883202;35;355030;"AMA AGUIA DE HAIA";"RUA TANTAS PALAVRAS";"CIDADE AE CARVALHO";;
5887275;35;351140;"ESF NOVA CERQUEIRA";"RUA ANTONIO CARDOSO DE OLIVEIRA";"NOVA CERQUEIRA";-23,03312;-49,18116
5888859;35;352250;"UNIDADE DE SAUDE DA FAMILIA AMBUITA";"RUA EMILIO LEHMANN";"ESTANCIA SAO FRANCIS";-23,53002;-46,96918
5890128;35;355240;"USF PARQUE FLORELY";"RUA ARGIA DEMARCHI";"JARDIM FLORELY";-22,79776;-47,20242
5891256;35;351020;"CENTRO ODONTOLOGICO";"RUA ESMERALDA";"VILA SAO PAULO";-24,006;-48,349
2716399;35;351070;"UBS VILA ALVES CARDOSO";"RUA OITO";"VILA ALVES";-20,16991;-49,96972
5905206;35;354790;"PROGRAMA SAUDE DA FAMILIA JOAQUIM AGUIAR";"RUA PIMENTA";"SAO BENEDITO";-21,08413;-47,14831
2750392;35;354830;"ESF SANTO EXPEDITO";"RUA DR ARMANDO NOVAIS JUNIOR";"CENTRO";-21,85114;-51,39429
5923271;35;352280;"PSF PREFEITO NOSOR ORLANDO DE OLIVEIRA";"RUA DR FELIPE VITA";"CENTRO";-23,70478;-49,48686
5924022;35;354240;"ESF CONJUNTO HABITACIONAL";"AVENIDA JOVINO EVARISTO DE SOUZA";"ALTO DA BOA VISTA";-22,23121;-51,30271
5925371;35;351519;"CENTRO DE REABILITACAO REEDUCACAO E APOIO MULTIPROFISSIONAL";"RUA LUIZ BERTOLINO";"JARDIM ZANATA";-22,69705;-49,43176
5927382;35;350320;"USF JARDIM BRASIL";"AV ALAGOAS";"JARDIM BRASIL";-21,78827;-48,15539
5927390;35;350320;"USF JARDIM CRUZEIRO DO SUL";"AVENIDA CELSO PEREIRA BARBOSA";"JARDIM CRUZEIRO DO S";-21,80999;-48,14389
5746795;35;351070;"ESF VILA URIAS DE PAULA E SILVA CARDOSO";"RUA JOSE IVAN BORGES";"VILA URIAS DE PAULA";-20,05713;-49,89685
5871395;35;351070;"ESF VILA PROGRESSO CARDOSO";"AVENIDA JOSE DOMINGUES DO AMARAL";"VILA PROGRESSO";-20,08993;-49,91174
2791501;35;353670;"UNIDADE DE ATENCAO PRIMARIA GUMERCINDO GUERMANDI";"RUA ELIAZAR BRAGA";"DISTRITO SANTELMO";-22,3519;-48,7752
5937213;35;355030;"CLINICA V MARIANA APRENDENDO COM SAUDE";"RUA CUNHA";"VILA CLEMENTINO";;
5963826;35;355030;"AMA PQ PAULISTANO";"RUA SILVEIRA PIRES";"JARDIM HELENA";;
5975220;35;355030;"UBS SE";"RUA FREDERICO ALVARENGA";"SE";-23,55084;-46,62869
5976588;35;353540;"EQUIPE DE SAUDE DA FAMILIA I I MARRECAS PANORAMA";"RUA JONAS DIAS DOS SANTOS";"MARRECAS";-21,35454;-51,85178
5981921;35;354390;"UBS PSF DR OSWALDO AKAMINE";"AV 64 PA";"JARDIM PANORAMA";-22,38558;-47,59229
5991404;35;351630;"USF DO JARDIM NOVA ESPERANCA";"RUA DAS CRIANCAS";"JD VASSOURAS I";-23,28006;-46,72839
5995299;35;352900;"USF JARDIM AMERICA IV";"ODAIR VIDOTO MANZON";"JARDIM AMERICA";-22,19408;-49,96887
5996783;35;352310;"UBS JARDIM DO CARMO";"RUA JAU";"JARDIM DO CARMO";-23,4871;-46,36783
5997399;35;351880;"UBS MARINOPOLIS";"RUA MARINOPOLIS";"JD PRESIDENTE DUTRA";-23,42053;-46,42934
5998271;35;354870;"UBS SELECTA";"RUA OSWALDO STUCHI";"PARQUE SELECTA";-23,746;-46,52833
6003583;35;352140;"USF ANGELINA PLATINETTI MASSARI";"RUA PADRE ELIAS FADUL";"JARDIM HERMINIO DEMA";-22,59042;-47,52121
6007503;35;351280;"POSTO DE SAUDE COSMOPOLIS I";"RUA MAJOR FAUSTO SUZZARA";"PARQUE DONA ESTHER";-22,61754;-47,18639
6009433;35;355700;"UNIDADE ESTRATEGIA DE SAUDE DA FAMILIA VILA AMORIM";"RUA JOSE ANTONIO DE MELLO";"VILA AMORIM";-23,55596;-47,44355
6012558;35;355240;"USF ANGELO TOMAZIN";"RUA GERVACINA ALVES FERREIRA";"JARDIM ANGELO TOMAZI";-22,81185;-47,20006
6012582;35;355240;"USF LUCELIA";"RUA ESTADOS UNIDOS";"JD LUCELIA";-22,80172;-47,27886
6012604;35;355240;"USF PARAISO";"RUA EXPEDITO VIEIRA DAMASCENO";"JARDIM PARAISO";-22,81877;-47,16528
6012957;35;351500;"UBS JARDIM INDEPENDENCIA";"ESTRADA CONSTANTINOPLA";"JD INDEPENDENCIA";-23,65188;-46,79442
6016081;35;351830;"CENTRO DE SAUDE DE ATENCAO PRIMARIA CESAP";"RUA SAO VICENTE DE PAULA";"CENTRO";-23,41489;-46,03951
6018912;35;355030;"UBS JARDIM EMBURA";"RUA BENEDITO SCHUNCK";"EMBURA";-23,88079;-46,74237
6028179;35;350950;"CENTRO DE SAUDE BOA ESPERANCA";"RUA MARINA VIEIRRA DE CARVALHO MESQUITA";"VILA BRANDINA";-22,89718;-47,02628
6032338;35;350950;"CENTRO DE SAUDE FERNANDA";"RUA VITOR BARANAUSKAS FILHO";"JD FERNANDA II";-23,03809;-47,12962
6032605;35;350950;"CENTRO DE SAUDE CAMPO BELO";"RUA MILTON PEREIRA DE CASTRO";"JD CAMPO BELO";-23,02833;-47,115
6036252;35;352400;"UBS SANTA ELISA";"RODOVIA MARIO TONOLI";"SANTA ELISA";-23,18007;-47,1104
6039111;35;355030;"UBS JARDIM HELGA";"RUA THOMAS DE ARAUJO";"JD HELGA";-23,64126;-46,77152
6041248;35;352470;"UBS 6 DR JORGE RIOS MURARO FLORIANOPOLIS";"RUA JOAQUIM ELIAS";"PQ FLORIANOPOLIS";-22,713;-46,986
6048633;35;355030;"UBS BORACEA";"RUA BORACEA";"BARRA FUNDA";-23,54843;-46,39472
6062768;35;352260;"POSTO DE SAUDE DA FAMILIA BRAZ CAVENAGHI";"RUA ANTONIO RECCHIA";"BRAZ CAVENAGHI";-22,41099;-46,84175
6065384;35;355400;"SERVICO DE ATENCAO DOMICILIAR TATUI";"AVENIDA CONEGO JOAO CLIMACO";"CENTRO";-23,355;-47,846
6069932;35;354770;"ESF JOANNA SANCHES RAMIRES";"RUA OSVALDO CRUZ";"VILA RAMIRES";-21,97183;-51,65625
6074634;35;351970;"POSTO AREIA VERMELHA IBIUNA SP";"ZONA RURAL";"AREIA VERMELHA";;
6082467;35;351500;"UBS JARDIM NOSSA SENHORA DE FATIMA";"RUA SAO LOURENCO";"JD NAYARA";-23,64404;-46,81488
6082874;35;355410;"NUCLEO DO PROGRAMA DE SAUDE DA FAMILIA AGUA QUENTE";"RUA JOSE TEOFILO DA CRUZ";"JARDIM JARAGUA";-22,99363;-45,53641
6090591;35;355030;"UBS CHACARA SANTO AMARO";"RUA LUIZ CARLOS DE ALMEIDA";"CHACARA SANTO AMARO";-23,8146;-46,67298
6115411;35;352340;"UBS BAIRRO DOS PIRES ANTONIO FERNANDO LAZZARI FORNARI";"ALKINDAR MONTEIRO JUNQUEIRA ROD";"BAIRRO DOS PIRES";-22,97729;-46,73372
6117368;35;352720;"USF SANTO ANTONIO PSF";"RUA ANTONIO HADDAD";"SANTO ANTONIO";-22,74377;-45,1318
6123937;35;352720;"USF VILA CIDA PSF";"RUA CAPITAO LAUREANO LEITE";"SANTO ANTONIO";;
6133479;35;355030;"AMA JD MIRIAM";"AVN SANTO AFONSO";"JD MIRIAM";;
6133487;35;355030;"AMA JOAO YUNES";"RUA LUIS VIVES";"V JOANIZA";;
6133495;35;355030;"AMA PQ DOROTEIA";"RUA DOS ANIQUIS";"JD SANTA TEREZINHA";;
6133509;35;355030;"AMA V MISSIONARIA";"RUA RAINHA DAS MISSOES";"V MISSIONARIA";;
6133517;35;355030;"AMA V IMPERIO";"RUA CATARINA GABRIELLI";"AMERICANOPOLIS";;
6133541;35;355030;"AMA J ALFREDO";"RUA DINAR";"JARDIM ALFREDO";;
6133576;35;355030;"AMA J CAPELA";"RUA BARAO DE PAIVA MANSO";"JARDIM CAPELA";;
6133584;35;355030;"AMA PQ BRISTOL";"RUA FRANCOIS BUNEL";"PQ BRISTOL";;
6133592;35;355030;"AMA PQ FIGUEIRA GRANDE";"RUA DANIEL KLEIN";"PQ FIGUEIRA GRANDE";;
6133606;35;355030;"AMA PQ NOVO STO AMARO";"RUA PORTA DO PRADO";"PQ NOVO STO AMARO";;
6133614;35;355030;"AMA PQ STO ANTONIO";"RUA MANOEL BORDALO PINHEIRO";"PQ STO ANTONIO";;
6133649;35;355030;"AMA V MORAES";"RUA GIOVANNI DI BALDUCCIO";"VILA MORAES";;
6135331;35;355030;"AMA AE GUAIANASES";"AVENIDA PROF OSVALDO DE OLIVEIRA";"JD HELENA";;
6135366;35;355030;"AMA CASTRO ALVES";"RUA CADERNO DE VIAGEM";"CASTRO ALVES";;
6135404;35;355030;"AMA CIDADE LIDER I";"AVENIDA DR FRANCISCO MUNHOZ FILHO";"CIDADE LIDER";;
6135412;35;355030;"AMA CONQUISTA III";"TRAVESSA SOMOS TODOS IGUAIS";"JD DA CONQUISTA";;
6135439;35;355030;"AMA HUMBERTO CERRUTI";"AVN OLAVO EGIDIO DE SOUZA ARANHA";"VILA CISPER";;
6135447;35;355030;"AMA J NELIA";"RUA ITAJUIBE";"ITAIM PAULISTA";;
6135463;35;355030;"AMA J POPULAR DR MATHEUS SANTAMARIA";"AV JAIME TORRES";"JARDIM POPULAR";;
6135471;35;355030;"AMA J TRES MARIAS MAURICIO ZAMIJOVSKY";"RUA BRENO ACCIOLI";"VILA SAO FRANCISCO";;
6135714;35;355030;"AMA AGUA RASA";"RUA BARAO DE PENEDO";"AGUA RASA";;
6135757;35;355030;"AMA FAZENDA DO CARMO";"RUA FRANCISCO CARDOSO JUNIOR";"CIDADE TIRADENTES";;
6135838;35;355030;"AMA J ETELVINA";"RUA MANOEL TEODORO XAVIER";"GUAIANAZES";;
6135862;35;355030;"AMA JARDIM SANTO ANDRE";"RUA MIGUEL FERREIRA DE MELO";"JARDIM SANTO ANDRE";;
6135870;35;355030;"AMA JD ROMANO";"RUA RIO MANOEL ALVES";"ITAIM PAULISTA";;
6135889;35;355030;"AMA JARDIM DAS LARANJEIRAS";"AV BENTO GUELFI";"JD DAS LARANJEIRAS";;
6135900;35;355030;"AMA JOSE BONIFACIO III DRA LUCY MAYUMI UDAKIRI";"RUA SILVIO BARBINI";"ITAQUERA";;
6135919;35;355030;"AMA PARADA XV DE NOVEMBRO";"RUA IBIAJARA";"XV DE NOVEMBRO";;
6135927;35;355030;"AMA PARELHEIROS";"RUA MARIO TRAPE";"JARDIM NOVO PARELHEI";-23,83048;-46,72661
6135935;35;355030;"AMA PARI";"RUA DAS OLARIAS";"CANINDE";;
6135994;35;355030;"AMA JARDIM HELENA";"AVENIDA KUMAKI AOKI";"SAO MIGUEL PAULISTA";;
6136001;35;355030;"AMA SITIO DA CASA PINTADA";"RUA MARIA SANTANA";"SAO MIGUEL PAULISTA";;
6136036;35;355030;"AMA V CARMOSINA";"RUA IPOPOCA";"ITAQUERA";;
6136052;35;355030;"AMA VILA ANTONIETA";"RUA CORONEL JOAO OLIVEIRA MELO";"VILA ANTONIETA";;
6136060;35;355030;"AMA VILA CARRAO";"RUA DR JACY BARBOSA";"VILA CARRAO";;
6136079;35;355030;"AMA VILA GUARANI";"RUA TERESINHA";"JARDIM MARINGA";;
