"COMP";"REGIAO";"UF";"MUNICIPIO";"MOTIVO_DESABILITACAO";"CNES";"NOME_ESTABELECIMENTO";"RAZAO_SOCIAL";"TP_GESTAO";"CO_TIPO_UNIDADE";"DS_TIPO_UNIDADE";"NATUREZA_JURIDICA";"DESC_NATUREZA_JURIDICA";"NO_LOGRADOURO";"NU_ENDERECO";"NO_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"NU_TELEFONE";"NO_EMAIL";"LEITOS_EXISTENTES";"LEITOS_SUS";"UTI_TOTAL_EXIST";"UTI_TOTAL_SUS";"UTI_ADULTO_EXIST";"UTI_ADULTO_SUS";"UTI_PEDIATRICO_EXIST";"UTI_PEDIATRICO_SUS";"UTI_NEONATAL_EXIST";"UTI_NEONATAL_SUS";"UTI_QUEIMADO_EXIST";"UTI_QUEIMADO_SUS";"UTI_CORONARIANA_EXIST";"UTI_CORONARIANA_SUS"
202406;"SUDESTE";"SP";"SAO JOSE DOS CAMPOS";;3042529;"HOSPITAL POLICLIN";"POLICLIN S A SERVICOS MEDICOS HOSPITALARES";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"AVENIDA NOVE DE JULHO";430;;"VILA ADYANNA";12243001;"12 37979800";"danielacarvalho.hp9julho@policlin.com.br";100;0;18;0;12;0;1;0;0;0;1;0;4;0
202406;"SUDESTE";"SP";"CACAPAVA";;3044831;"HOSPITAL POLICLIN CACAPAVA";"POLICLIN S A SERVICOS MEDICO HOSPITALARES";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"CEL JOAO DIAS GUIMARAES";266;;"CENTRO";12281350;"12 32211000";"simonebarros.hpcac@policlin.com.br";17;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3045625;"HOSPITAL E MATERNIDADE VIDAS LTDA";"HOSPITAL E MATERNIDADE VIDAS LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"NSRA DE SABARA";2375;"ANEXO 2389";"VILA SANTANA";4685006;"11 33219450";"CONTABILIDADE@HOSPITALVIDAS.COM.BR";42;0;12;0;0;0;8;0;4;0;0;0;0;0
202406;"SUDESTE";"SP";"BEBEDOURO";;3058808;"HOSPITAL REGIONAL DE BEBEDOURO HRB";"SECRETARIA DE ESTADO DA SAUDE";"E";5;"HOSPITAL GERAL";1023;"HOSPITAL_PÚBLICO";"AVENIDA JOSE CUTRALE JUNIOR";4001;;"JARDIM CRUZEIRO DO S";14701690;1733449600;"habebedouro.gestao@hospitaldeamor.com.br";105;105;10;10;10;10;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"LINS";;3060616;"HOSPITAL LINS";"SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL SA";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"AV NICOLAU ZARVOS";1640;;"JARDIM AEROPORTO";16401371;"(014) 3533-4400";"gleice.angelis@hapvida.com.br";22;0;3;0;3;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SANTANA DE PARNAIBA";;3071448;"HOSPITAL DE RETAGUARDA FERNAO DIAS";"PREFEITURA MUNICIPAL DE SANTANA DE PARNAIBA";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"RUA IBIRAPUERA";155;;"PARQUE FERNAO DIAS";6530040;;;20;20;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"COTIA";;3101126;"HOSPITAL SAO FRANCISCO SC LTDA";"HOSPITAL SAO FRANCISCO EIRELE";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"AV PROF MANOEL JOSE PEDROSO";701;;"VILA SAO FRANCISCO D";6717100;1146156677;"hosp.saofrancisco@uol.com.br";286;0;67;0;35;0;21;0;11;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DOS CAMPOS";;3105571;"HOSPITAL ESPLANADA";"BRX ESTETICLIN HOSPITAL ESPECIALIZADO LTDA";"M";5;"HOSPITAL GERAL";2240;"HOSPITAL_PRIVADO";"AVENIDA SAO JOAO";1522;;"JARDIM ESPLANADA";12242840;"(12)3922-7711";"FINANCEIRO.HOSPITALESPLANADA@GMAIL.COM";13;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DOS CAMPOS";;3105598;"HOSPITAL ORTO";"HOSPITAL ORTO SERVICOS MEDICOS E CIRURGICOS LTDA";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"NOVE DE JULHO";1017;;"JARDIM APOLO";12243000;"12 39464966";"qualidade@hospitalorto.com.br";8;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"CAMPINAS";;3109216;"CAMPINAS DAY HOSPITAL";"CAMPINAS DAY HOSPITAL SC LTDA";"M";5;"HOSPITAL GERAL";2240;"HOSPITAL_PRIVADO";"AV BENJAMIN CONSTANT";1991;2011;"CAMBUI";13025005;"(19) 2127-2900";"cdh@cdh.com.br";13;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3119122;"CEMA HOSP ESPEC";"CEMA HOSPITAL ESPECIALIZADO LIMITADA";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"RUA PADRE ADELINO";333;;"QUARTA PARADA";3303000;"11 26024145";"patriciasilva@cemahospital.com.br";111;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"TAUBATE";;3126838;"HOSPITAL REGIONAL DO VALE DO PARAIBA";"SOCIEDADE BENEFICENTE SAO CAMILO";"E";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AV TIRADENTES";280;;"CENTRO";12030180;"(12)36342000";;249;213;39;39;30;30;9;9;0;0;0;0;0;0
202406;"SUDESTE";"SP";"BEBEDOURO";;3137163;"HOSPITAL UNIMED SAMARITANO";"UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"RUA VISCONDE DO RIO BRANCO";45;;"CENTRO";14701310;"(17)33441500";"secretariahospital@unimedbebedouro.coop.br.";26;0;6;0;6;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"BEBEDOURO";;3137171;"HOSPITAL UNIMED UNIDADE II";"UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"PRACA ABILIO ALVES MARQUES";134;;"CENTRO";14700329;"(17) 3345-9400";"secretaria.unidade2 @unimedbeb";20;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"ITAPETININGA";;3139050;"HOSPITAL DR LEO ORSI BERNARDES ITAPETININGA";"BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA PADRE ALBUQUERQUE";245;;"CENTRO";18200220;"(15) 3275-7800";"diretoria@saocamiloitapetininga.com.br";194;194;18;18;18;18;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3139751;"CLINICA INFANTIL SANTA ISABELLA";"CLINICA INFANTIL SANTA ISABELLA S S";"M";21;"PRONTO SOCORRO ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"RUA VERBO DIVINO";246;;"GRANJA JULIETA";4719000;;"regulatorio@cnesolution.com.br";3;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"BARRETOS";;3142531;"HOSPITAL SAO JORGE";"HOSPITAL SAO JORGE LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"RUA 32 ESQUINA 35";176;;"BARONI";14780390;"(17)33215050";;46;0;10;0;10;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3156702;"EYE CLINIC IBIRAPUERA";"EYE CLINIC OFTALMOLOGIA CLINICO CIRURGICA E DIAGNOSTICA LTDA";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"AVENIDA REPUBLICA DO LIBANO";1034;1100;"IBIRAPUERA";4502001;"(11) 3059-2020";"EYECLINIC@EYECLINIC.COM.BR";15;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3166597;"HOSPITAL ADVENTISTA DE SAO PAULO";"INSTITUICAO PAULISTA ADVENTISTA DE EDUC E ASS SOCIAL";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"ROCHA POMBO";49;;"LIBERDADE";1525010;;"IPAEAS.FISCAL@UCB.ORG.BR";44;0;15;0;15;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DO RIO PRETO";;3177092;"HIORP HOSPITAL INSTITUTO DE OTORRINO RIO PRETO";"INSTITUTO MANIGLIA LTDA";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"AVENIDA BENEDITO RODRIGUES LISBOA";1975;;"JARDIM BOSQUE DAS VI";15085890;"(17)32116633";;19;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DOS CAMPOS";;3192059;"ORTHOSERVICE";"ORTHOSERVICE LTDA";"M";21;"PRONTO SOCORRO ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"AV TIVOLI";433;;"VILA BETANIA";12245230;"12 3924-8200";"financeiro@orthoservice.com.br";12;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DOS CAMPOS";;3199770;"SANTOS DUMONT PRONTO ATENDIMENTO UNIDADE VILACA";"UNIMED SAO JOSE DOS CAMPOS COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"VILACA";820;;"CENTRO";12210000;"(12)39460399";"diretoria@unimedsjc.com.br";12;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3212130;"HOSP MUN VER JOSE STOROPOLLI";"PREFEITURA DO MUNICIPIO DE SAO PAULO";"M";5;"HOSPITAL GERAL";1031;"HOSPITAL_PÚBLICO";"RUA FRANCISCO FANGANIELLO";127;;"PARQUE NOVO MUNDO";2181160;"11 22079000";"superintendencia@hmvjs.spdm.org.br";201;181;40;20;30;10;5;5;5;5;0;0;0;0
202406;"SUDESTE";"SP";"SANTOS";;3221792;"INFANTIL SANTOS COOPERATIVA MEDICO HOSPITALAR";"INFANTIL SANTOS COOPERATIVA MEDICO HOSPITALAR";"M";7;"HOSPITAL ESPECIALIZADO";2143;"HOSPITAL_PRIVADO";"AVENIDA DONA ANA COSTA";411;;"GONZAGA";11060003;"(13)32894554";"infantil@infantilsantos.com.br";37;0;8;0;0;0;8;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO BERNARDO DO CAMPO";;3223728;"SANTA CASA DE MISERICORDIA DE SAO BERNARDO DO CAMPO";"IRMANDADE SANTA CASA DE MISERICORDIA DE SAO BERNARDO CAMPO";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AV ROBERT KENNEDY";2900;;"ASSUNCAO";9860214;"(11)4353-3300";"coord.recepcao@santacasasbc.org.br";60;40;6;0;6;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"BARUERI";;3272591;"HOSPITALIS";"HOSPITALIS NUCLEO HOSPITALAR DE BARUERI LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"RUA CAMPOS SALES";1160;;"BOA VISTA";6411150;"(11)3883-3322";"hospitalis@hospitalis.com.br";94;0;20;0;13;0;2;0;5;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3308227;"CLINICA ESPEC RENAITRE";"RENAITRE CLINICA DE ESTETICA LTDA";"M";7;"HOSPITAL ESPECIALIZADO";2240;"HOSPITAL_PRIVADO";"RUA JOSE PEREIRA CARDOSO";80;;"SAO MIGUEL PAULISTA";8011310;"(11)69567379";;6;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3309959;"HOSPITAL BOSQUE DA SAUDE";"NOTRE DAME INTERMEDICA SAUDE S A";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"AV BOSQUE DA SAUDE";1926;;"SAUDE";4142082;55917505;"luciana.costa@intermedica.com.br";141;0;17;0;17;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"RIBEIRAO PRETO";;3314766;"HOSPITAL ELECTRO BONINI RIBEIRAO PRETO";"ASSOCIACAO DE ENSINO DE RIBEIRAO PRETO";"M";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"AVENIDA COSTABILE ROMANO";2201;;"RIBEIRANIA";14096900;"(16)36037897";"ceceb@unaerp.br";35;26;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"CAPIVARI";;3334678;"HOSPITAL UNIMED DE CAPIVARI";"UNIMED DE CAPIVARI COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"RUA REGENTE FEIJO";778;;"CENTRO";13360021;"(19) 3491-9777";"gerencia.huc@unimedcapivari.com.br";48;0;10;0;10;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DOS CAMPOS";;3346110;"HOSPITAL PRONTIL";"PRONTIL HOSPITAL INFANTIL LTDA";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"AVENIDA FRANCISCO JOSE LONGO";1265;;"SAO DIMAS";12245001;"12 39454400";"hospitalprontil@hospitalprontil.com.br";26;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"ARACATUBA";;3366219;"HOSPITAL UNIMED DE ARACATUBA";"UNIMED DE ARACATUBA COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"GASPAR LEMOS";2;;"PANORAMA";16013800;"18 36361300";;81;0;13;0;8;0;5;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3367371;"HOSPITAL DA LUZ 113";"AMICO SAUDE LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"RUA AZEVEDO DE MACEDO";113;;"JARDIM ZAIRA";4013060;"(11) 2117-6000";"keli.almeida@hospitaldaluz.com.br";143;0;40;0;40;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3464555;"CENTRO MEDICO PMESP";"POLICIA MILITAR DO ESTADO DE SAO PAULO";"M";5;"HOSPITAL GERAL";1023;"HOSPITAL_PÚBLICO";"AVENIDA NOVA CANTAREIRA";3659;;"TREMEMBE";2341001;"(11) 2109-3755";"cmedasstecnica@policiamilitar.sp.gov.br";95;0;10;0;10;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3477355;"PREMIER RESIDENCE HOSPITAL";"PREMIER RESIDENCE HOSPITAL LTDA ME";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"RUA JURUBATUBA";461;;"VILA CORDEIRO";4583100;"5090 5000";"hassan@premierhospital.com.br";74;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"IBITINGA";;3482146;"HI HOSPITAL IBITINGA";"HOSPITAL IBITINGA LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"R PEREIRA LANDIM";514;;"CENTRO";14940181;"16 33414070";"halianca@ig.com.br";7;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3483096;"SAHA SERVICOS MEDICOS E HOSPITALARES";"SAHA SERVICOS MEDICOS E HOSPITALARES LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"MAESTRO CARDIM";407;"1 AO 5 ANDARES";"BELA VISTA";1323000;"(11) 2162-7100";;10;0;2;0;2;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"RIBEIRAO PRETO";;3486346;"HERP";"HOSPITAL ESPECIALIZADO DE RIBEIRAO PRETO LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"AV INDEPENDENCIA";4000;;"JARDIM CALIFORNIA";14026160;"(16)39130004";"marina.adm@herpnet.com.br";21;0;3;0;3;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3512401;"HOSPITAL PARANAGUA";"HOSPITAL VITAL LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"AVENIDA PARANAGUA";808;;"VILA PARANAGUA";3806000;"(11) 2542-4000";"gerente.administrativo@hospitalparanagua.com.br";25;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"TAUBATE";;3513785;"CLINICA SAINT GERMAIN";"CLINICA NEPOMUCENO LTDA EPP";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"RUA VENEZUELA";124;;"JARDIM DAS NACOES";12030310;"12 3632-2772";"clinicasaintgermain@uol.com.br";30;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"LINS";;3518949;"HOSPITAL UNIMED LINS";"UNIMED DE LINS COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"LUIZ GAMA";1677;;"JARDIM ARAPUA";16400472;"(014) 3533-4835";"almirrufato@unimedlins.com.br";47;0;6;0;6;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SANTO ANDRE";;3528596;"HOSPITAL SANTA HELENA";"HOSPITAL SANTA HELENA SA";"M";5;"HOSPITAL GERAL";2054;"HOSPITAL_PRIVADO";"RUA MANOEL VAZ";59;;"VL ALZIRA";9015410;"(11) 3375-3258";"renata.filomeno@uhgbrasil.com.br";135;0;30;0;30;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DO RIO PRETO";;3529282;"HOSPITAL MUNICIPAL DOMINGO MARCOLINO BRAILE FUNFARME";"PREFEITURA MUNICIPAL DE SAO JOSE DO RIO PRETO";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"AVENIDA JOSE RODRIGUES LISBOA";201;;"JARDIM ATLANTICA";15041215;"(17) 3206-2500";;65;60;5;0;5;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"LORENA";;3557081;"HOSPITAL UNIMED DE LORENA";"UNIMED DE LORENA COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"DOUTOR PEIXOTO DE CASTRO";75;;"CRUZ";12606580;"12 31592114";"diretoria@unimed-lorena.com.br";55;0;3;0;3;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3559203;"HOSPITAL E MATERNIDADE JARDINS LTDA";"HOSPITAL E MATERNIDADE JARDINS LTDA";"M";5;"HOSPITAL GERAL";2240;"HOSPITAL_PRIVADO";"ARTUR DE AZEVEDO";1659;;"PINHEIROS";5404014;;;26;0;2;0;2;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"RIBEIRAO PIRES";;3580822;"HOSPITAL RIBEIRAO PIRES";"REDE DOR SAO LUIZ S A";"M";5;"HOSPITAL GERAL";2046;"HOSPITAL_PRIVADO";"DOUTOR NICOLAU ASSEF";52;;"CENTRO ALTO";9424070;"11 48271000";"licenciamentosp@rededor.com.br";125;0;11;0;11;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"BARUERI";;3585239;"RESGATE ALPHAVILLE";"CEMED CARE EMPRESA DE ATENDIMENTO CLINICO GERAL LTDA";"M";20;"PRONTO SOCORRO GERAL";2062;"HOSPITAL_PRIVADO";"ALAMEDA RIO NEGRO";1356;;"ALPHAVILLE";6454904;"(11) 4197-1001";"dcpanzarini@amil.com.br";4;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3585409;"HOSP E MAT STO EXPEDITO";"SOMEL SOCIEDADE PARA MEDICINA LESTE LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"RUA TOMOICHI SHIMIZU";201;;"ITAQUERA";8260140;"(11)65217799";"somelmedicina@uol.com.br";31;0;6;0;6;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"ARARAQUARA";;3625087;"HOSPITAL SAO PAULO";"UNIMED DE ARARAQUARA COOPERATIVA DE TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"RUA CARVALHO FILHO";1550;;"JD PRIMAVERA";14802412;"(16)3303-3900";"same@unimedara.com.br";187;0;30;0;20;0;0;0;10;0;0;0;0;0
202406;"SUDESTE";"SP";"BIRIGUI";;3689972;"HOSPITAL UNIMED DE BIRIGUI";"UNIMED DE BIRIGUI COOPERATIVA TRABALHO MEDICO";"M";5;"HOSPITAL GERAL";2143;"HOSPITAL_PRIVADO";"AVENIDA JOAO CERNACK";1000;;"CENTRO";16200023;"18 - 36497070";"unimed@unimedbirigui.com.br";47;0;6;0;6;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3701832;"HOSPITAL SILVIO ROMERO";"HOSPITAL DE ESPECIALIDADES SILVIO ROMERO LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"RUA FERNANDES PINHEIRO";268;;"VILA AZEVEDO";3308060;"(11) 2227-9040";"adm@hospitalsilvioromero.com.br";120;0;10;0;10;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO JOSE DO RIO PRETO";;3745546;"HOSPITAL LAR NOSSA SENHORA DAS GRACAS NA PROVIDENCIA DE DEUS";"ASSOC LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS";"E";7;"HOSPITAL ESPECIALIZADO";3999;"HOSPITAL_FILANTRÓPICO";"RUA CANDIDO CARNEIRO";663;;"VILA BOM JESUS";15014200;"(17) 32129064";"LARSAOFRANCISCO@ALSF.ORG.BR";130;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"CAMPOS DO JORDAO";;3753433;"HOSPITAL LEONOR MENDES DE BARROS";"SOCIEDADE BENEFICENTE SAO CAMILO";"E";5;"HOSPITAL GERAL";3999;"HOSPITAL_FILANTRÓPICO";"RUA VEREADOR AGRIPINO LOPES DE MORAES";101;;"VILA MATHILDE";12460000;1236689000;;146;136;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"JUNDIAI";;3759660;"HOSPITAL DIA OFTALMOLOGICO";"HOSPITAL DIA OFTALMOLOGICO LTDA EPP";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"RUA JOAQUIM MARQUES LISBOA";26;;"VL PROGRESSO";13202170;"(11)45271717";"administracao@hdo.med.br";5;3;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SALTO";;3774554;"HOSPITAL E MATERNIDADE MUNICIPAL N S DO MONTE SERRAT";"PREFEITURA DA ESTANCIA TURISTICA DE SALTO";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"RUA EUROPA";1571;;"JARDIM CELANI";13326110;"11-4602-9000";;126;126;10;10;10;10;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"RIBEIRAO PRETO";;3775887;"HOSPITAL OFTALMOLOGICO RIBEIRAO PRETO S S";"HOSPITAL OFTALMOLOGICO RIBEIRAO PRETO S S";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"AVENIDA JOSE ADOLFO BIANCO MOLINA";2235;;"JARDIM CANADA";14024210;"16 36235811";;2;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"ASSIS";;3812545;"IAM";"IAM ATENDIMENTO MEDICO HOSPITALAR LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"RUA NAGILA JUBRAN";40;;"JD EUROPA";19814570;"(18) 3324-1615";"administracao@iamulher.com.br";21;0;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3824802;"SAO LUIZ UNIDADE MORUMBI";"REDE D OR SAO LUIZ S A";"M";5;"HOSPITAL GERAL";2046;"HOSPITAL_PRIVADO";"RUA ENGENHEIRO OSCAR AMERICANO";840;;"MORUMBI";5673050;"11 3093- 1100";"licenciamentosp@rededor.com.br";187;0;60;0;39;0;10;0;0;0;0;0;11;0
202406;"SUDESTE";"SP";"OSASCO";;3825752;"PRONTO SOCORRO PESTANA P S ANDRE SACCO";"PREFEITURA DO MUNICIPIO DE OSASCO";"M";20;"PRONTO SOCORRO GERAL";1244;"HOSPITAL_PÚBLICO";"AVENIDA GENERAL PEDRO PINHO";1270;;"VILA PESTANA";6122160;"(11) 36839369";"pestanaandresacco74@gmail.com";21;21;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"OSASCO";;3828107;"PRONTO SOCORRO DR OSMAR MESQUITA";"PREFEITURA DO MUNICIPIO DE OSASCO";"M";20;"PRONTO SOCORRO GERAL";1244;"HOSPITAL_PÚBLICO";"RUA MARIA CARVALHO DE LIMA";363;;"HELENA MARIA";6260100;"(11) 21836799";"psomesquita@gmail.com";12;12;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"BAURU";;3880966;"HOSPITAL DAS CLINICAS DE BAURU HCB";"SECRETARIA DE ESTADO DA SAUDE";"E";5;"HOSPITAL GERAL";1023;"HOSPITAL_PÚBLICO";"RUA SILVIO MARCHIONE";320;;"VILA NOVA CIDADE UNI";17012900;;;112;90;32;16;16;16;16;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3919072;"HOSPITAL DOM PEDRO";"ACEBRAS SERVICOS MEDICOS HOSPITALARES LTDA";"M";5;"HOSPITAL GERAL";2062;"HOSPITAL_PRIVADO";"AV ALCANTARA MACHADO";60;;"BRAS";3102000;"3278.0010";"NILTON.BATISTA@HOSPITALDOMPEDRO.COM.BR";133;0;22;0;22;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"VARZEA PAULISTA";;3949621;"HOSPITAL MUNICIPAL DR ALCIPIO DA SILVA OLIVEIRA JUNIOR";"PREFEITURA MUNICIPAL DE VARZEA PAULISTA";"M";5;"HOSPITAL GERAL";1244;"HOSPITAL_PÚBLICO";"AVENIDA DO PINHEIRINHO";"S/N";;"JARDIM SATELITE";13224240;"011 46060546";"gestao.varzea@ahbr.org.br";34;32;0;0;0;0;0;0;0;0;0;0;0;0
202406;"SUDESTE";"SP";"SAO PAULO";;3986683;"HOSPITAL DA FACE";"HOSPITAL DA FACE LTDA";"M";7;"HOSPITAL ESPECIALIZADO";2062;"HOSPITAL_PRIVADO";"RUA IZONZO";155;;"SACOMA";4249000;;;5;0;0;0;0;0;0;0;0;0;0;0;0;0
